PR0010_barcode01_24110099601-1_flye.fasta	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	PR0010_barcode01_24110099601-1_flye.fasta_mash_screen.tab
PR0010_barcode01_24110099601-1_longcycler.fasta	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	PR0010_barcode01_24110099601-1_longcycler.fasta_mash_screen.tab
PR0010_barcode02_24110099601-2_flye.fasta	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	PR0010_barcode02_24110099601-2_flye.fasta_mash_screen.tab
PR0010_barcode02_24110099601-2_longcycler.fasta	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'arpA', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	PR0010_barcode02_24110099601-2_longcycler.fasta_mash_screen.tab
PR0010_barcode03_24110100101-1_flye.fasta	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	PR0010_barcode03_24110100101-1_flye.fasta_mash_screen.tab
PR0010_barcode03_24110100101-1_longcycler.fasta	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	PR0010_barcode03_24110100101-1_longcycler.fasta_mash_screen.tab
PR0010_barcode05_24110180401-1_flye.fasta	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	PR0010_barcode05_24110180401-1_flye.fasta_mash_screen.tab
PR0010_barcode05_24110180401-1_longcycler.fasta	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	PR0010_barcode05_24110180401-1_longcycler.fasta_mash_screen.tab
PR0010_barcode06_24110180101-1_flye.fasta	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	PR0010_barcode06_24110180101-1_flye.fasta_mash_screen.tab
PR0010_barcode06_24110180101-1_longcycler.fasta	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	PR0010_barcode06_24110180101-1_longcycler.fasta_mash_screen.tab
PR0010_barcode07_24110180001-1_flye.fasta	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	PR0010_barcode07_24110180001-1_flye.fasta_mash_screen.tab
PR0010_barcode07_24110180001-1_longcycler.fasta	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	PR0010_barcode07_24110180001-1_longcycler.fasta_mash_screen.tab
PR0010_barcode09_24110182501-1_flye.fasta	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	PR0010_barcode09_24110182501-1_flye.fasta_mash_screen.tab
PR0010_barcode09_24110182501-1_longcycler.fasta	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	PR0010_barcode09_24110182501-1_longcycler.fasta_mash_screen.tab
PR0010_barcode10_24120051701-1_flye.fasta	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	PR0010_barcode10_24120051701-1_flye.fasta_mash_screen.tab
PR0010_barcode10_24120051701-1_longcycler.fasta	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	PR0010_barcode10_24120051701-1_longcycler.fasta_mash_screen.tab
PR0010_barcode11_24120051801-1_flye.fasta	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	PR0010_barcode11_24120051801-1_flye.fasta_mash_screen.tab
PR0010_barcode11_24120051801-1_longcycler.fasta	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	PR0010_barcode11_24120051801-1_longcycler.fasta_mash_screen.tab
